class_id	category	line	signature	guard	error_guard	uses_active	files	gender	body_sha256
mkN154	N	3360	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	c30a82f8a27438ad2ebb59c79df32bd0965ff04b94c8a2478cfed79a94887145
mkN155	N	3380	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	0d3b56c0e689fbb827427e397d5ab1f157eab61a5f50872ba9657c34b8818cce
mkN156	N	3403	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	211cb6a350a5116ad2f7190ca472bf4bffe88eb09a87f4447e4f625cc3c6820e
mkN157	N	3423	Str -> N	True	True	0		Masc	234e88a5fc2b646d1dc1acebc918bad54ae1babd8594eb35c8719dbcbafed6cd
mkN158	N	3446	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	94109352a8e88240b7be681ae7a0efc87194a14bc43fdd40d4db768b6bfe3fe4
mkN159	N	3466	Str -> N	True	True	0		Masc	de6bf82f6096a68092a8408f70dafbcf3950483ea6ea952cb21a12343c24e371
mkN160	N	3489	Str -> N	True	True	0		Masc	fb679ad546ae69562999ff2e084e51dc7ca2be3c904e3a940b9c011922215cd2
mkN161	N	3512	Str -> N	True	True	0		Masc	f9a9162f464a14b00cca2e21e675de1d54e950b3eea5130f25eb612a00c8c709
mkN162	N	3535	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	68bb50bb2b2404ba06def808316a224828773f5e14b8b514cc303b9abd40a092
mkN163	N	3555	Str -> N	True	True	4	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:4	Masc	e729a65b80bbb815118ae72b98692d565e2583026a91af59166588232c9d5f07
mkN164	N	3578	Str -> N	True	True	0		Fem	0e6582c4e51f53d777731891816c67f0978f0ad95c219827e7f5f3eed8536cdd
mkN165	N	3601	Str -> N	True	True	0		Fem	215ade65e91ec36cd8a39c86a11364a28932fda29260f5a1fc9f220a64cd4f7a
mkN166	N	3627	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	8fd4223f6c6182ef6d9849806ff27f6d80d2289bd99334b62b21d9d71de48ac2
mkN167	N	3650	Str -> N	True	True	0		Masc	d15d0ac0f676a977880deb10a196b024c54abae9473595491fa9b5ab704017fe
mkN168	N	3673	Str -> N	True	True	0		Masc	8e63ea24be6494b10adf69ce6f489d2fcd1cb84332305dd45e3ba5b5c7f4f969
mkN169	N	3700	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	5b9ffe5090d922a9ee4865622ae5945c4fb044e4ef8dbd8a1779d016f7ad5bbd
mkN170	N	3727	Str -> N	True	True	0		Masc	1806bff5a85f5a12806fe71fdcf3969b3c1aac736626a4cbc7de5e5a6e19da53
mkN171	N	3750	Str -> N	False	False	0		Fem	7b23f49d402a80aa09a2a39ed19b3366ae5055f87a114cf4875eca4eb47e46c4
mkN172	N	3770	Str -> N	True	True	0		Fem	fdc4c46646960b66984118692bc602c35734650e7ba278c58e8fea880b132d54
mkN173	N	3793	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	04a551a8aec18037e713067fd62bf86bf170de4d9fa0485755206d50139e38bd
mkN174	N	3813	Str -> N	True	True	0		Masc	0a42eb45d319db5c540ddb3026eadeb034558b24983f0fd1610a5a5b86d9d975
mkN175	N	3836	Str -> N	True	True	7	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:7	Fem	b1bbf23502de2e6a7d3175ed2b3b23acb976bf41c976a2239bcb17ce4a3d54ca
mkN176	N	3859	Str -> N	True	True	0		Fem	bde32f2d736d867c86b772575a1456d571305456285fb0ef52c4c00fbe6ee4a1
mkN177	N	3882	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	ecfea12fea93672d106970739469f4b897d6e8dc674b15a912ce93b55fe84d4b
mkN178	N	3905	Str -> N	False	False	8	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:8	Masc	cddd5ccb95a748786b3e1aeb8309185ea690c1393381e519d19a8a56020cdb75
mkN179	N	3925	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	d11cb165c9924753e49c0c8c45fcfe1472e2869a44531b6f57ec8aea609d64a6
mkN180	N	3945	Str -> N	False	False	0		Masc	503f630d4e121abb163bc02cbefa8bb2b6cb12afe0da334aaa6292b1204e89ab
mkN181	N	3965	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	ed28d021ea099d2bfaa90e4356a3aa850262eaeaed0084a381b8538c73dacddb
mkN182	N	3988	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	f229025d3edd26566991b4d82f4e985977a0aa8f72a07061003fa7af9676d9af
mkN183	N	4011	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	26721cf9f2cea048f336ba73155b778c2cdabb6b2d4ddce364f9ba64de7bf93d
mkN184	N	4034	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	bc0ca1ff3c2f77d8c38eba093bcc4d8448e0e5d7688419d10a4cda925ec0c3dd
mkN185	N	4057	Str -> N	True	True	0		Fem	b6cfa5c93fd5d481b74e94bcf3d724a85eb038301863cb4e9dd4ddb157a581ee
mkN186	N	4080	Str -> N	True	True	0		Masc	6e7ac0dcec8adfe568bf4f401dcd3bf26d14c6bd59ff36fdbf36b407fd289b9a
mkN187	N	4108	Str -> N	False	False	0		Masc	3e31aa99098ef4266ef267699afedfda2f00ae7ba774edf2588c7245e91cfcdb
mkN188	N	4128	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	837d9768ff268779ef30b09f29d39eb7d29676487f18120708b2580859ad27c9
mkN189	N	4151	Str -> N	True	True	0		Masc	d3b09e2fffecd0b9d1eac29239debe61ac8f94b38a08ba2c8b286e91a1428862
mkN190	N	4174	Str -> N	False	False	0		Fem	28b3d96cd420eaaa59817ce323fddabe6cc2830b57fbd57bca0456ebc1e8d107
mkN191	N	4194	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Fem	27815523b9c5497ae443ccef1ef82b4e324bc8c1571a4fb83b48007ee52ac620
mkN192	N	4217	Str -> N	False	False	0		Masc	f2863b4c5c71df5ff5abe49783737577fe86b009033f0806b675fe9a2b69d00e
mkN193	N	4237	Str -> N	True	True	0		Fem	0a4a87f01df9d3fbd9c878e004701f8b33bf3390e38d5714eb19c42539af80f1
mkN194	N	4260	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	64d89ffd7d7ea21c4bd8664171c001f31d325df709b28c6c22718a07f75bbe8a
mkN195	N	4283	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	85ca5ae3f725d2ba247387b51bb4c6d4b9326309b5d0e35294df8060586c02ac
mkN196	N	4306	Str -> N	True	True	0		Fem	a87ddad0bdb76a835fc384e70a05b8738fcbfe7e205a50cba114a7463ce60cd3
mkN197	N	4329	Str -> N	True	True	0		Masc	d62c3340fa05103b1a44bf6cc54879c08c0e2899b4dd487e8e214b98ed9f9579
mkN198	N	4352	Str -> N	True	True	0		Masc	8187cd38ba33431baadf9c36c52cb73454d0875fbba86f77aaf9a32959f28fbe
mkN199	N	4375	Str -> N	True	True	0		Masc	10d16b113ada69eefc301663f1ef36ea841be0f17b47844d214103531b530ad8
mkN200	N	4398	Str -> N	True	True	0		Masc	bf4c96379ff5fd88ca5d13de8825df0389421270a8ae092390fd729a3f679e1c
mkN201	N	4444	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Fem	c40c065f5b948b715f24b22db297801eb527cdff9a7cfec9e4d070d6a836041a
mkN202	N	4467	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	5d5167275c3f87ab11e28f7f86b9178ad42e1f7226fabf1f2958dd6d6c51359d
mkN203	N	4490	Str -> N	False	False	0		Fem	e23450c411b3354e86fc9727382fcdeeb0fd81222726cb615412111541887e2b
mkN204	N	4510	Str -> N	True	True	0		Masc	142e7cccd8a43bf17e92b2bee58f6de607ddaf291d6181c3032caebedc39b084
mkN205	N	4535	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Fem	211ca2c8745d12a99499eb65e201328e7258498b6e8eda048c9fe54a260b74c4
mkN206	N	4556	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	f0bc206918d2ec3a1bbb6f86f16cd5a6c68915357ec6e11cacab360f8902a88b
mkN207	N	4577	Str -> N	True	True	5	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:5	Masc	35aed6b00ebcdbbf63855055416fa79f88ab2e5d5bf9005b9fc8c6c147c4a49d
mkN208	N	4603	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	c9dfad6788b46f6deeb3f8922fd50e5e9c8c78fc1c5e1147b2eefbef6b7fbcb1
mkN209	N	4626	Str -> N	True	True	0		Masc	65cbac20efd26915dca4fde6158eb4c975c46f24bd2cb65f1ad7caf1e233d91f
mkN210	N	4649	Str -> N	False	False	0		Fem	5f22333cd10bcb6e4787f4bb33ad143ea8c0d242db6a864a67037020737659b1
mkN211	N	4669	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	0136fd0f1a05b063c8bca6e9053e63b22eeae5a241e28ca108ae12b29907cdef
mkN212	N	4692	Str -> N	True	True	0		Masc	dcb1f0d1b38646a03b4a486cff50d3fa50d26b4e2aff8e1bcb026eabd94216d6
mkN213	N	4715	Str -> N	False	False	0		Masc	1b0cb3b7034f5797e1b07f282af70c62752ab60f2cce55b03e67416e5f388045
mkN214	N	4735	Str -> N	True	True	0		Masc	30ff9f5aebe0a8230da7b4ec20b86f3dfe9b6a790df66ea3e203befa4eaa2181
mkN215	N	4758	Str -> N	True	True	0		Fem	100e407b7465dcf4c54b178a3a7096be2addc9a9b9d27b39cb29406cfbfc4474
mkN216	N	4781	Str -> N	True	True	0		Fem	10b56fb9587335910588dee1e9787e93d2c13b4364d851489d15bec1ee6300ed
mkN217	N	4804	Str -> N	True	True	0		Masc	4870b6998dd4937ef47d91c42ba39b41f7f83ec59042dd6cc0e1194852dbd51a
mkN218	N	4832	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	c11e9a22ff3197fe6d3b933f41beb0b17e55221376dd688f7a63833204416a6c
mkN219	N	4859	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	301ca97540132a2186257eb4069231d622f9b21e17eaeaa4c4faa2e6fd3a39f5
mkN220	N	4882	Str -> N	True	True	0		Fem	9a39f8136618339cb5cad48d1c0c0329978460a332c20047fd38c069beecb36a
mkN221	N	4905	Str -> N	False	False	0		Masc	1f6c9417f059ba1b3598a6d6c5ae6083048df56895eb9114b57ad44ed8bbfe40
mkN222	N	4927	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Fem	8b01e00f0576ffd6148e605884b373f8ef18c6ceac8f5a016c37b95de2b14fc7
mkN223	N	4950	Str -> N	True	True	0		Masc	12840cd9106c1b28fc6aa2284d522c424e07dadbfdeffea3c2b999096bfcda4d
mkN224	N	4973	Str -> N	True	True	0		Fem	12bf5552281d0e330960b9e976f9771edd6eb72b88f1022cd72d6e7bdebf4624
mkN225	N	4996	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	86e0a61409f1d2468178fd2ef1bcc36548c25ef35a882fc3a74827d7fe88782d
mkN226	N	5016	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	b20e53cdddd19b08224d06975f69e852ea129b33339896b77e56a7eb6f0d4bd7
mkN227	N	5040	Str -> N	True	True	5	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:5	Fem	edade72908aa41465bf582db9e3b0ffb9a621ce234a7e04bc29ab32f5664bb0a
mkN228	N	5064	Str -> N	True	True	0		Masc	c81426c60aa4b11a33efe945c075a68ea028eca518215392b9aea497739206a2
mkN229	N	5088	Str -> N	True	True	0		Fem	5f01e051e8cfe265e230c474aa24e8f7af95935bac9534811051f2216423f2cf
mkN230	N	5115	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	c75facf93f62bd0d8b01c17d09a895a802879df8c6fbbcd6a68dbba028079e75
mkN231	N	5136	Str -> N	False	False	0		Masc	9e75ab5bc7fb50070f2983d879559042e0070c3d69a5e28851eec37abf857b2f
mkN232	N	5156	Str -> N	False	False	0		Fem	c718895e1eaba176b6c1e6a3383776aa93a3ae195dc7243b7eb68db9906aa7f3
mkN233	N	5176	Str -> N	True	True	0		Fem	ca2f5c90a0ae01a02d42f3a079a2b4eb55adc508a0fd9d597bd1f653b0110f69
mkN234	N	5199	Str -> N	True	True	0		Fem	56b9eeb1a240cf37128c76c230bbced998425ec2905f68c60347c1d77c4ad683
mkN235	N	5222	Str -> N	False	False	0		Fem	984b9eab25947b048734e0f07f88132de2000d9aacef0c8bf69398b8f46e908d
mkN236	N	5242	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	a3ed59ab17489095809d963e6c2f38864e09c1abed93149a92d6c54e70f8fc94
mkN237	N	5262	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	2941da88c406359dc89afd24c4ffa628837494d72720dbef32492f78b7b7bda0
mkN238	N	5285	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	7a36d6d7bfb1fb0fdae4277f43d367e30e72e751ce6a86ee92feed658a124d3a
mkN239	N	5305	Str -> N	True	True	0		Fem	059eb63c2a28a8854e4a388292da34b25d0c39a16d570bba36a76383fafbf2af
mkN240	N	5328	Str -> N	True	True	0		Fem	265fa314a4b8e2e215b3b6128f5804673271e24d8a801989f32e9897e3f8dc0e
mkN241	N	5351	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	22ec7552b98b347d53ee420ab29aee7cd094162c1eca4b4b07590243a32ed824
mkN242	N	5374	Str -> N	False	False	0		Masc	28f860b7c469233e1d316e286d18d19a92b97700af82c49951f4acb4eb2aa2d0
mkN243	N	5394	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	b86bbf0c0d026d4723f9a5f7591983deacf28d5ca58c5520354821cb7f471512
mkN244	N	5417	Str -> N	True	True	0		Masc	16cff7dd26d979976a83bd7a800b18afe0dbedc3defbd33d1d23403ed9ae140b
mkN245	N	5445	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	f78996b0cea28488aee175445962a35e98e1e94ad2444bfcfe0ccc3e33bba297
mkN246	N	5466	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	46399ca3f62150295bb8e967ad7d2f6d4b317d284e63e25917dfcf8dadd55e1c
mkN247	N	5489	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	24371da1ff16ad8881a407a3d83cb996a52ca25315d35917516e7fb9aaa3f4b0
mkN248	N	5512	Str -> N	True	True	0		Masc	1ee01d2b690e76ea43975ec39450dba1fa57c7397603347e18883a204bf7552e
mkN249	N	5535	Str -> N	True	True	9	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:9	Fem	785b36f3ca79bcc0409c7bd0c766375e1da5dadca71b5265a6f130d356b4a6d8
mkN250	N	5562	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	af4bd23ce43173da8697dd769d9c34a6900aee28c3752a0aaf6cee9e614a6561
mkN251	N	5585	Str -> N	False	False	0		Masc	9116d38ae40d3dd042692d1bbcc9e61fb23074111c77ed2984eeacea98410c40
mkN252	N	5608	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	bb1ef00fafd280a773698180c4402369386eec78ad031f4ea1b08ba53e7e102c
mkN253	N	5636	Str -> N	False	False	0		Masc	e52e8cd357e6749d5e38b9d69773bd5a999cf9998735ff73e6b7ccf1c2bad298
mkN254	N	5656	Str -> N	False	False	0		Masc	4e3b421331bc69db0c193099d2754151d21b87ef9fe2c94b0592b179ba155f04
mkN255	N	5679	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	f2a75ac40a0bbcfc1beff9fc6f7a12e63389f1e2097bdb4451bbf381b1465c7c
mkN256	N	5706	Str -> N	False	False	0		Masc	75003ce5ae825bf9d6387644035d072e8d68ff99447016088d62a549fbe31572
mkN257	N	5729	Str -> N	True	True	0		Masc	7efaf7eb22db2552a4b5694c943f0bb318333e33301fdf7f1e6d0300b8d697e5
mkN258	N	5752	Str -> N	True	True	0		Masc	65bb87cef9e243e5ae574184c7a535be4bce3b67291cf6a06125d35b95c87dfa
mkN259	N	5778	Str -> N	True	True	0		Masc	9e57d04cceee746412a8e038945f380aff241ad47c1b85edde61c3c22fbaac23
mkN260	N	5801	Str -> N	True	True	0		Fem	4abb802cca7f9a6ac30090e3efbbb95dc9e16d11c3f0f066551e22dea1589774
mkN261	N	5828	Str -> N	True	True	0		Masc	3af0f5e2e69e971d58775d2f0e2b96b0297e02a18913dc08f982319c38f12cb3
mkN262	N	5856	Str -> N	False	False	0		Masc	d7cd7820e6379ff445fcdfaa600f5a8161108f639b23c2c55d6f586781cdaa57
mkN263	N	5880	Str -> N	True	True	0		Fem	e10ca140f97f9195fe51127fb5ea4fbdb195ab236c9a92aff98330ca5287c9c5
mkN264	N	5903	Str -> N	False	False	0		Fem	958cabde8237437bbcfb325432d258d5e4c59d523c2904f5ef71a4c7660ca388
mkN265	N	5928	Str -> N	False	False	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	f7a08c4d0022f0933f114333eca362d43f496a065e4a74a3b53e920455eb8fc8
mkN266	N	5948	Str -> N	True	True	0		Fem	983eb8319ff30c884fe79bb8e9051c7a5466be7347c434b1112f94089521fa64
mkN267	N	5978	Str -> N	True	True	0		Fem	ecc0a0fc76737db726b9ea0f7aa890f6ff0aae6588042b83e1ca9ba2034a6fbf
mkN268	N	6001	Str -> N	False	False	0		Masc	4f9229dd9872d1a3e52ca8f072ac2a9d6d975777891b84f49359468f7b8eaf43
mkN269	N	6025	Str -> N	True	True	0		Masc	db5b1f45a1df1bdefbd458b3b54015a82548cd8c1030854ecc99fca85cbcea41
mkN270	N	6048	Str -> N	True	True	0		Masc	8bbb63e8ba3e34cd9ac62960d4b8216725483791ad0223ece70da298847c7498
mkN271	N	6071	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Masc	96e598733a2f1f19eb4058b43acc918b94264d08bbfd1fcdf3de164f3b101bec
mkN272	N	6099	Str -> N	False	False	4	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:4	Masc	fa0c79252cb32495dda900c2466af151b107bb1c229bd51af85138e2f22d65d4
mkN273	N	6121	Str -> N	False	False	0		Masc	ddd7e74cb1aacdee8d91add651cc9066220f293571f75d15038443ae9c192351
mkN274	N	6141	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Masc	db92c9b32b635bc8d99e5e7ab9838e911a59ae7bb32d7b4ee0f4bfc65bb4f870
mkN275	N	6163	Str -> N	True	True	0		Fem	fbd695b19eaa569bc10f6edd79d8e264dc6344a858b9be6e33984da3362f7938
mkN276	N	6190	Str -> N	False	False	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Fem	4c4fa9048129bb3bfbc26f831feb5095aea0c677fccf2aedb1ca2a54726f9a43
mkN277	N	6212	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	656b8740563c88dd2f822e90fc7ec43278fbfd026694ade2f781a061c594a6a2
mkN278	N	6234	Str -> N	False	False	0		Masc	6b19c9017e1e428dbdb194709505546adf1369999663c1d1d8cf84e5f0c99686
mkN279	N	6255	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	80578c26130816234bbd504c9a3410ce233ad9274e0d2bdc83a76a3533d26b76
mkN280	N	6282	Str -> N	True	True	0		Masc	a0abdba3355e18303c55c36dec1ae47921437dea63c9ca87d205abe9917cfbfe
mkN281	N	6345	Str -> N	False	False	0		Masc	f0b2f3808248bc3767d22361e59f71c7ba3998da8ef16c2aa6169f3daf57927f
mkN282	N	6366	Str -> N	True	True	0		Masc	7bd5023be3d23cb1b86f5ca7601d0ede636fb92cf0d169fed690309b7ae43faa
mkN283	N	6392	Str -> N	True	True	0		Fem	c9da78ddf70b2a6803b1e7e3490419d781f3098a07912ca223e3c30f194a5559
mkN284	N	6417	Str -> N	True	True	0		Masc	1093d4377d9438558184d7799e9192daa8b393a84ed5b733cf2438f402a3987e
mkN285	N	6442	Str -> N	True	True	0		Masc	424faa586b53a9cb2e75f714f41338bd0bff46754670a938aa02edeba6ec99e4
mkN286	N	6470	Str -> N	False	False	0		Masc	0b48a3f7687f7b6975025fb590c84245499f415899e7e9655859c31fd3f3f901
mkN287	N	6490	Str -> N	False	False	0		Fem	e2e8973220012a4a0a02f481c2a02b4889af613b539d40c1f16fe56dcd3bd75f
mkN288	N	6511	Str -> N	True	True	0		Masc	cdbf984cbedf6ab7e387c9aed93cba0112265bec5cb3462bb021e51fc0e7039e
mkN289	N	6539	Str -> N	False	False	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	298ddf84a5e40b6ac4d405b66be3614bed772063774bac0604db74dcad2281bf
mkN290	N	6560	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	536ad8944f01bf8a3fe83cddb2ffd2f03b6bb04945aafaf1a3f95856405d2f65
mkN291	N	6586	Str -> N	True	True	0		Masc	eac3bfe09a3f727dd66e421c23fcae893c935617a02a9ddfac5ec1905536fb4b
mkN292	N	6609	Str -> N	True	True	0		Fem	df40cccc30d920bf308bc90d65002d498cff23b4f316dc9e8b541fda50ef84a6
mkN293	N	6632	Str -> N	True	True	0		Masc	bf358328de23c94ca37f40203a9b2ddbb94ec1b741b9c16bc2d356c8fadeec6e
mkN294	N	6655	Str -> N	True	True	0		Masc	39b14747362bf9598788387c55ba51b645c5a68fd2020ae3a9d15dbe6b75c8d2
mkN295	N	6678	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	1cb09b6ebc906267b345f1d4410426cdb8c42f55a68cac70df55c7686fee2054
mkN296	N	6701	Str -> N	True	True	0		Masc	a5c0cca4474b08c36349afbb0b9b83a8f6d8b603e1bb75cf647666092e86e72c
mkN297	N	6724	Str -> N	True	True	0		Masc	3e30b4d0043f91422884c7145ce2e6b145e81465ccd272a097ffd566065107da
mkN298	N	6747	Str -> N	False	False	0		Masc	7c2fbfb8813f7acb93dd889f9ba30e0037ac983cc2dca047f94aefb8b9e7d684
mkN299	N	6767	Str -> N	False	False	0		Masc	53a920bd7eb0ab7a880345e0b8fc8aa53dd8154a7a11a31c9c06e9b8fe98e872
mkN300	N	6787	Str -> N	False	False	0		Fem	0c053a3843e0b95599907586a6f08b0865a6188f26a5b24393382841a71d2b38
mkN301	N	6807	Str -> N	True	True	0		Masc	2e8730a0cf5b782d339b4223d017a1ed4c1acc291bb7d88235e46563e9b62531
mkN302	N	6830	Str -> N	True	True	0		Fem	10b55c1dea468a842482a28813adb24a84dca77d65e3ce1f55fcdf9a62a041b2
mkN303	N	6853	Str -> N	True	True	0		Fem	a2d6c225cbdf0f5ab806f10a7c88b2d1d59266a972b7f9c1f352607d51666d7a
mkN304	N	6876	Str -> N	True	True	0		Fem	f4224658d7f4828427bc174e87059fff3c4b45f17c87e7c2203e673529d45f6e
mkN305	N	6899	Str -> N	True	True	1	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:1	Fem	f889af55c7307acb77b1e492ea063b5bbf18ec9d05f13c04d5bec27a2f64448c
mkN306	N	6922	Str -> N	True	True	0		Masc	d2eb4bfd7fff6eb37d2c1581b538e9284524a21acac95a96688794366803a097
mkN307	N	6945	Str -> N	False	False	0		Masc	cd4d24380ec09c563d556336ac7c0318e96e671a99bb3b1b1603f02f6fcf28a2
mkN308	N	6965	Str -> N	True	True	0		Fem	49e8944b1f26b96b13e9bdfb364fa4b79e46f159d80f43dec4b4629c6d73e250
mkN309	N	6988	Str -> N	True	True	0		Masc	c3ed0d7ea96f3ca3deae1cea3745fcd6a8f205980d195b5dc93288977f1c8031
mkN310	N	7011	Str -> N	True	True	2	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:2	Masc	d2dee926c99aa8ac993394c507a9103953b2e6ef2fd1b275a91aa4612105f37b
mkN311	N	7036	Str -> N	True	True	0		Fem	12348d7c53b69a5c7e2f4104015997362c26051aff00d83fd04c199ecdf2feb1
mkN312	N	7083	Str -> N	True	True	0		Masc	2ed699e1f260d127206d4f76e55ded62880d49970a08af3901081c9bd1e36ee8
mkN313	N	7130	Str -> N	True	True	3	AlbanianSQI/GF/lib/src/albanian/ParadigmsSqi.gf:3	Fem	3529778d9aa5ea33780800f8d3e6c0d612028af6b044c8b8d205700961d064b3
mkN314	N	7177	Str -> N	True	True	0		Masc	8e7dd8c4bf45a31494a7c03b054e3284f4a3b6706abef298ecede1155e8ebabc
mkN315	N	7224	Str -> N	True	True	0		Fem	1c4add78d83a72dabefe5e3bba83dd1236861f71dea6fc0210f347c94b2602f9
mkN316	N	7271	Str -> N	True	True	0		Masc	2ba2f08698dfc6f9d95975bd4e3ba1c670c653075ec92ca1e67ad25a0ab3672d
mkN317	N	7318	Str -> N	False	False	0		Fem	47373e04336a828c57276ad07b1d09c07f7b9e207e3ade74b24f35fb1588658a
mkN318	N	7362	Str -> N	False	False	0		Masc	31881782f69528d1cc6fe937494e82beb1c0955d29d8842f2f4c3568071aff59
mkN319	N	7406	Str -> N	True	True	0		Fem	6eaa955bfd73787b879651a3e91703b31e2a1a4ca8fa380ab782ff6d92db22e9
mkN320	N	7453	Str -> N	False	False	0		Fem	dc4c41025d84636089265c1711982e891427ecd450a35d8f5cad3ccd8cc549e3
mkN321	N	7498	Str -> N	True	True	0		Masc	0733f2ef9518fa31c57c74304157fd0d8b8d34c1de4c848a6fc563976b3e580a
mkN322	N	7527	Str -> N	True	True	0		Fem	af6f6d5a937f19ff326bbab48d585d5738582360527041bc27a6b50d604a069b
mkN323	N	7555	Str -> N	True	True	0		Fem	1dc70e886ee17217cfb8cd698a82c4fb9ff96e77601ac4f84896c75dc2c0abf0
