id,base,cat,quality,source,expr,note
kalë_N,kalë,N,exact,RGL LexiconSqi,"mkN ""kalë""",horse_N
kamerë_N,kamerë,N,exact,RGL LexiconSqi,"mkN ""kamerë""",camera_N
kapelë_N,kapelë,N,exact,RGL LexiconSqi,"mkN ""kapelë""",cap_N; hat_N
karakter_N,karakter,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""karakter"") masculine",Tosk ref observed: karakterin; Compile-safe placeholder pending Albanian paradigm certification.
karrige_N,karrige,N,exact,RGL LexiconSqi,"mkN ""karrige""",chair_N
kishë_N,kishë,N,exact,RGL LexiconSqi,"mkN ""kishë""",church_N
klimë_N,klimë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""klimë"") feminine",Tosk ref observed: klimën; Compile-safe placeholder pending Albanian paradigm certification.
kockë_N,kockë,N,exact,RGL LexiconSqi,"mkN ""kockë""",bone_N
kodër_N,kodër,N,exact,RGL LexiconSqi,"mkN ""kodër""",hill_N
kohë_N,kohë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""kohë"") feminine",Tosk ref observed: kohën; Compile-safe placeholder pending Albanian paradigm certification.
koicidencë_N,koicidencë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""koicidencë"") feminine",Tosk ref observed: koicidencë; Compile-safe placeholder pending Albanian paradigm certification.
kokë_N,kokë,N,exact,RGL LexiconSqi,"mkN ""kokë""",head_N
kompjuter_N,kompjuter,N,exact,RGL LexiconSqi,"mkN ""kompjuter""",computer_N
komunë_N,komunë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""komunë"") feminine",Tosk ref observed: komune; Compile-safe placeholder pending Albanian paradigm certification.
kontratë_N,kontratë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""kontratë"") feminine",Tosk ref observed: kontratat; Compile-safe placeholder pending Albanian paradigm certification.
kopsht_N,kopsht,N,exact,RGL LexiconSqi,"mkN ""kopsht""",garden_N
krah_N,krah,N,exact,RGL LexiconSqi,"mkN ""krah""",wing_N
krimb_N,krimb,N,exact,RGL LexiconSqi,"mkN ""krimb""",worm_N
kripë_N,kripë,N,exact,RGL LexiconSqi,"mkN ""kripë""",salt_N
kushëri_N,kushëri,N,exact,RGL LexiconSqi,"mkN ""kushëri""",cousin_N
këmbë_N,këmbë,N,exact,RGL LexiconSqi,"mkN ""këmbë""",foot_N; leg_N
këmishë_N,këmishë,N,exact,RGL LexiconSqi,"mkN ""këmishë""",shirt_N
këngë_N,këngë,N,exact,RGL LexiconSqi,"mkN ""këngë""",song_N
këpucë_N,këpucë,N,exact,RGL LexiconSqi,"mkN ""këpucë""",shoe_N
lavde_N,lavde,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""lavde"") feminine",Tosk ref observed: lavdet; Compile-safe placeholder pending Albanian paradigm certification.
letër_N,letër,N,exact,RGL LexiconSqi,"mkN ""letër""",paper_N
libër_N,libër,N,exact,RGL LexiconSqi,mkNFull bookNForms masculine,book_N
ligj_N,ligj,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""ligj"") masculine","Tosk ref observed: ligj, ligjit; Compile-safe placeholder pending Albanian paradigm certification."
liqen_N,liqen,N,exact,RGL LexiconSqi,"mkN ""liqen""",lake_N
liri_N,liri,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""liri"") feminine","Tosk ref observed: lirinë, lirisë, lirive; Compile-safe placeholder pending Albanian paradigm certification."
litar_N,litar,N,exact,RGL LexiconSqi,"mkN ""litar""",rope_N
llambë_N,llambë,N,exact,RGL LexiconSqi,"mkN ""llambë""",lamp_N
lopë_N,lopë,N,exact,RGL LexiconSqi,"mkN ""lopë""",cow_N
luftë_N,luftë,N,rgl+reference-characteristic,RGL LexiconSqi,"forceGender (mkN ""luftë"" ""luftra"") feminine",war_N; Tosk characteristic form/gender applied
lule_N,lule,N,exact,RGL LexiconSqi,"mkN ""lule""",flower_N
lumë_N,lumë,N,exact,RGL LexiconSqi,"mkN ""lumë""",river_N
lëkurë_N,lëkurë,N,exact,RGL LexiconSqi,"mkN ""lëkurë""",leather_N; skin_N
lëvore_N,lëvore,N,exact,RGL LexiconSqi,"mkN ""lëvore""",bark_N
mace_N,mace,N,exact,RGL LexiconSqi,"mkN ""mace""",cat_N
makinë_N,makinë,N,exact,RGL LexiconSqi,"mkN ""makinë""",car_N
mal_N,mal,N,exact,RGL LexiconSqi,"mkN ""mal""",mountain_N
mashkull_N,mashkull,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mashkull"") masculine",Tosk ref observed: meshkujve; Compile-safe placeholder pending Albanian paradigm certification.
mbret_N,mbret,N,exact,RGL LexiconSqi,"mkN ""mbret""",king_N
mbretëreshë_N,mbretëreshë,N,exact,RGL LexiconSqi,"mkN ""mbretëreshë""",queen_N
mbretëri_N,mbretëri,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mbretëri"") feminine",Tosk ref observed: mbretërisë; Compile-safe placeholder pending Albanian paradigm certification.
mbrojtje_N,mbrojtje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mbrojtje"") feminine","Tosk ref observed: mbrojtja, mbrojtjes; Compile-safe placeholder pending Albanian paradigm certification."
mik_N,mik,N,exact,RGL LexiconSqi,"mkN ""mik""",friend_N
mish_N,mish,N,exact,RGL LexiconSqi,"mkN ""mish""",meat_N
mision_N,mision,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mision"") masculine",Tosk ref observed: misioni; Compile-safe placeholder pending Albanian paradigm certification.
mjedis_N,mjedis,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mjedis"") masculine",Tosk ref observed: mjedisit; Compile-safe placeholder pending Albanian paradigm certification.
mjegull_N,mjegull,N,exact,RGL LexiconSqi,"mkN ""mjegull""",fog_N
mjek_N,mjek,N,exact,RGL LexiconSqi,"mkN ""mjek""",doctor_N
mollë_N,mollë,N,exact,RGL LexiconSqi,mkNFull appleNForms feminine,apple_N
morr_N,morr,N,exact,RGL LexiconSqi,"mkN ""morr""",louse_N
mosdiskriminim_N,mosdiskriminim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mosdiskriminim"") masculine",Tosk ref observed: mosdiskriminimit; Compile-safe placeholder pending Albanian paradigm certification.
motër_N,motër,N,exact,RGL LexiconSqi,"mkN ""motër""",sister_N
mundësi_N,mundësi,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mundësi"") feminine",Tosk ref observed: mundësi; Compile-safe placeholder pending Albanian paradigm certification.
mur_N,mur,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mur"") masculine",Tosk ref observed: muret; Compile-safe placeholder pending Albanian paradigm certification.
muzikë_N,muzikë,N,exact,RGL LexiconSqi,"mkN ""muzikë""",music_N
mëlçi_N,mëlçi,N,exact,RGL LexiconSqi,"mkN ""mëlçi""",liver_N
mënyrë_N,mënyrë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""mënyrë"") feminine",Tosk ref observed: mënyra; Compile-safe placeholder pending Albanian paradigm certification.
mësues_N,mësues,N,exact,RGL LexiconSqi,"mkN ""mësues""",teacher_N
natë_N,natë,N,exact,RGL LexiconSqi,"mkN ""natë""",night_N
ndarje_N,ndarje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""ndarje"") masculine",Tosk ref observed: ndarjes; Compile-safe placeholder pending Albanian paradigm certification.
nder_N,nder,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""nder"") masculine",Tosk ref observed: nderin; Compile-safe placeholder pending Albanian paradigm certification.
ndërsë_N,ndërsë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""ndërsë"") feminine",Tosk ref observed: ndërtesat; Compile-safe placeholder pending Albanian paradigm certification.
nivel_N,nivel,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""nivel"") masculine",Tosk ref observed: nivel; Compile-safe placeholder pending Albanian paradigm certification.
njeri_N,njeri,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""njeri"") masculine","Tosk ref observed: njeriu, njeriut; Compile-safe placeholder pending Albanian paradigm certification."
numër_N,numër,N,exact,RGL LexiconSqi,"mkN ""numër""",number_N
nënë_N,nënë,N,exact,RGL LexiconSqi,"mkN ""nënë""",mother_N2
pajtim_N,pajtim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pajtim"") masculine",Tosk ref observed: pajtim; Compile-safe placeholder pending Albanian paradigm certification.
pallto_N,pallto,N,exact,RGL LexiconSqi,"mkN ""pallto""",coat_N
pamje_N,pamje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pamje"") feminine",Tosk ref observed: pamja; Compile-safe placeholder pending Albanian paradigm certification.
paqe_N,paqe,N,rgl+reference-characteristic,RGL LexiconSqi,"forceGender (mkN ""paqe"") feminine",peace_N; Tosk characteristic form/gender applied
parim_N,parim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""parim"") masculine",Tosk ref observed: parimet; Compile-safe placeholder pending Albanian paradigm certification.
pemë_N,pemë,N,exact,RGL LexiconSqi,"mkN ""pemë""",tree_N
pendë_N,pendë,N,exact,RGL LexiconSqi,"mkN ""pendë""",feather_N
person_N,person,N,exact,RGL LexiconSqi,"mkN ""person""",person_N
peshk_N,peshk,N,exact,RGL LexiconSqi,"mkN ""peshk""",fish_N
pistë_N,pistë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pistë"") feminine",Tosk ref observed: pistës; Compile-safe placeholder pending Albanian paradigm certification.
pjesë_N,pjesë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pjesë"") feminine",Tosk ref observed: pjesën; Compile-safe placeholder pending Albanian paradigm certification.
pjesëmarrje_N,pjesëmarrje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pjesëmarrje"") feminine",Tosk ref observed: pjesëmarrje; Compile-safe placeholder pending Albanian paradigm certification.
planet_N,planet,N,exact,RGL LexiconSqi,"mkN ""planet""",planet_N
plastikë_N,plastikë,N,exact,RGL LexiconSqi,"mkN ""plastikë""",plastic_N
plogështi_N,plogështi,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""plogështi"") feminine",Tosk ref observed: plogështia; Compile-safe placeholder pending Albanian paradigm certification.
pluhur_N,pluhur,N,exact,RGL LexiconSqi,"mkN ""pluhur""",dust_N
pluralizm_N,pluralizm,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pluralizm"") masculine",Tosk ref observed: pluralizmit; Compile-safe placeholder pending Albanian paradigm certification.
polic_N,polic,N,exact,RGL LexiconSqi,"mkN ""polic""",policeman_N
port_N,port,N,exact,RGL LexiconSqi,"mkN ""port""",harbour_N
pranvëre_N,pranvëre,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pranvëre"") feminine",Tosk ref observed: pranverë; Compile-safe placeholder pending Albanian paradigm certification.
prift_N,prift,N,exact,RGL LexiconSqi,"mkN ""prift""",priest_N
pronë_N,pronë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pronë"") feminine",Tosk ref observed: pronës; Compile-safe placeholder pending Albanian paradigm certification.
pushtet_N,pushtet,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""pushtet"") masculine",Tosk ref observed: pushtetit; Compile-safe placeholder pending Albanian paradigm certification.
pyetje_N,pyetje,N,exact,RGL LexiconSqi,"mkN ""pyetje""",question_N
pyll_N,pyll,N,exact,RGL LexiconSqi,"mkN ""pyll""",forest_N
përdorim_N,përdorim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""përdorim"") masculine","Tosk ref observed: përdorim, përdorimit; Compile-safe placeholder pending Albanian paradigm certification."
qafë_N,qafë,N,exact,RGL LexiconSqi,"mkN ""qafë""",neck_N
qen_N,qen,N,exact,RGL LexiconSqi,"mkN ""qen""",dog_N
qeveri_N,qeveri,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""qeveri"") feminine",Tosk ref observed: qeverive; Compile-safe placeholder pending Albanian paradigm certification.
qiell_N,qiell,N,exact,RGL LexiconSqi,"mkN ""qiell""",sky_N
qilim_N,qilim,N,exact,RGL LexiconSqi,"mkN ""qilim""",carpet_N
qumësht_N,qumësht,N,exact,RGL LexiconSqi,"mkN ""qumësht""",milk_N
qytet_N,qytet,N,exact,RGL LexiconSqi,"mkN ""qytet""",city_N
radio_N,radio,N,exact,RGL LexiconSqi,"mkN ""radio""",radio_N
rast_N,rast,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""rast"") masculine",Tosk ref observed: rast; Compile-safe placeholder pending Albanian paradigm certification.
re_N,re,N,exact,RGL LexiconSqi,"mkN ""re""",cloud_N
rend_N,rend,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""rend"") masculine",Tosk ref observed: rendi; Compile-safe placeholder pending Albanian paradigm certification.
republikë_N,republikë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""republikë"") feminine","Tosk ref observed: Republikës, republika, republikën, republikës; Compile-safe placeholder pending Albanian paradigm certification."
respektim_N,respektim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""respektim"") masculine",Tosk ref observed: respektimit; Compile-safe placeholder pending Albanian paradigm certification.
restorant_N,restorant,N,exact,RGL LexiconSqi,"mkN ""restorant""",restaurant_N
rojë_N,rojë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""rojë"") feminine",Tosk ref observed: rojat; Compile-safe placeholder pending Albanian paradigm certification.
rregull_N,rregull,N,exact,RGL LexiconSqi,"mkN ""rregull""",rule_N
rrugë_N,rrugë,N,exact,RGL LexiconSqi,"mkN ""rrugë""",road_N
rrënjë_N,rrënjë,N,exact,RGL LexiconSqi,"mkN ""rrënjë""",root_N
rërë_N,rërë,N,exact,RGL LexiconSqi,"mkN ""rërë""",sand_N
shef_N,shef,N,exact,RGL LexiconSqi,"mkN ""shef""",boss_N
shi_N,shi,N,rgl+reference-characteristic,RGL LexiconSqi,"forceGender (mkN ""shi"") masculine",rain_N; Tosk characteristic form/gender applied
shkak_N,shkak,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""shkak"") masculine",Tosk ref observed: shkaku; Compile-safe placeholder pending Albanian paradigm certification.
shkencë_N,shkencë,N,exact,RGL LexiconSqi,"mkN ""shkencë""",science_N
shkollë_N,shkollë,N,exact,RGL LexiconSqi,"mkN ""shkollë""",school_N
shkop_N,shkop,N,exact,RGL LexiconSqi,"mkN ""shkop""",stick_N
shkëmb_N,shkëmb,N,exact,RGL LexiconSqi,"mkN ""shkëmb""",rock_N
shoqëri_N,shoqëri,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""shoqëri"") feminine",Tosk ref observed: shoqërisë; Compile-safe placeholder pending Albanian paradigm certification.
shpinë_N,shpinë,N,exact,RGL LexiconSqi,"mkN ""shpinë""",back_N
shpëtim_N,shpëtim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""shpëtim"") masculine",Tosk ref observed: shpëtimin; Compile-safe placeholder pending Albanian paradigm certification.
shtet_N,shtet,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""shtet"") masculine",Tosk ref observed: shtet; Compile-safe placeholder pending Albanian paradigm certification.
shtëpi_N,shtëpi,N,exact,RGL LexiconSqi,"mkN ""shtëpi""",house_N
shëmbëllë_N,shëmbëllë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""shëmbëllë"") feminine",Tosk ref observed: shëmbëllën; Compile-safe placeholder pending Albanian paradigm certification.
simbol_N,simbol,N,compile-safe-placeholder,Tosk reference,"invariantN ""simbol""","Tosk ref observed: simbolet, simboleve; Compile-safe placeholder pending Albanian paradigm certification."
sobë_N,sobë,N,exact,RGL LexiconSqi,"mkN ""sobë""",stove_N
sqotë_N,sqotë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""sqotë"") feminine",Tosk ref observed: sqota; Compile-safe placeholder pending Albanian paradigm certification.
status_N,status,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""status"") masculine",Tosk ref observed: statusin; Compile-safe placeholder pending Albanian paradigm certification.
stemë_N,stemë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""stemë"") feminine",Tosk ref observed: stema; Compile-safe placeholder pending Albanian paradigm certification.
stilolaps_N,stilolaps,N,exact,RGL LexiconSqi,"mkN ""stilolaps""",pen_N
student_N,student,N,exact,RGL LexiconSqi,"mkN ""student""",student_N
sukses_N,sukses,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""sukses"") masculine",Tosk ref observed: sukses; Compile-safe placeholder pending Albanian paradigm certification.
sundim_N,sundim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""sundim"") masculine",Tosk ref observed: sundimit; Compile-safe placeholder pending Albanian paradigm certification.
svetigradas_N,svetigradas,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""svetigradas"") masculine",Tosk ref observed: sfetigradas; Compile-safe placeholder pending Albanian paradigm certification.
sy_N,sy,N,exact,RGL LexiconSqi,"mkN ""sy""",eye_N
tavan_N,tavan,N,exact,RGL LexiconSqi,"mkN ""tavan""",ceiling_N
televizor_N,televizor,N,exact,RGL LexiconSqi,"mkN ""televizor""",television_N
thua_N,thua,N,exact,RGL LexiconSqi,"mkN ""thua""",fingernail_N
tjetër_N,tjetër,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""tjetër"") masculine",Tosk ref observed: tjerave; Compile-safe placeholder pending Albanian paradigm certification.
tokë_N,tokë,N,rgl+reference-characteristic,RGL LexiconSqi,"forceGender (mkN ""tokë"") feminine",earth_N; Tosk characteristic form/gender applied
treg_N,treg,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""treg"") masculine",Tosk ref observed: tregut; Compile-safe placeholder pending Albanian paradigm certification.
tren_N,tren,N,exact,RGL LexiconSqi,"mkN ""tren""",train_N
tryezë_N,tryezë,N,exact,RGL LexiconSqi,"mkN ""tryezë""",table_N
turp_N,turp,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""turp"") masculine",Tosk ref observed: turp; Compile-safe placeholder pending Albanian paradigm certification.
tym_N,tym,N,exact,RGL LexiconSqi,"mkN ""tym""",smoke_N
tërheqje_N,tërheqje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""tërheqje"") feminine",Tosk ref observed: tërheqjen; Compile-safe placeholder pending Albanian paradigm certification.
udhëheqje_N,udhëheqje,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""udhëheqje"") feminine",Tosk ref observed: udhëheqjen; Compile-safe placeholder pending Albanian paradigm certification.
ujë_N,ujë,N,exact,RGL LexiconSqi,"mkN ""ujë""",water_N
universitet_N,universitet,N,exact,RGL LexiconSqi,"mkN ""universitet""",university_N
ushtar_N,ushtar,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""ushtar"") masculine","Tosk ref observed: ushtarët, ushtarëve; Compile-safe placeholder pending Albanian paradigm certification."
vaj_N,vaj,N,exact,RGL LexiconSqi,"mkN ""vaj""",oil_N
vajzë_N,vajzë,N,exact,RGL LexiconSqi,"mkN ""vajzë""",girl_N
varkë_N,varkë,N,exact,RGL LexiconSqi,"mkN ""varkë""",boat_N
vend_N,vend,N,exact,RGL LexiconSqi,"mkN ""vend""",country_N
verë_N,verë,N,exact,RGL LexiconSqi,"mkN ""verë""",wine_N
vesh_N,vesh,N,exact,RGL LexiconSqi,"mkN ""vesh""",ear_N
vezë_N,vezë,N,exact,RGL LexiconSqi,"mkN ""vezë""",egg_N
vit_N,vit,N,exact,RGL LexiconSqi,"mkN ""vit""",year_N
vjeshtë_N,vjeshtë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""vjeshtë"") feminine","Tosk ref observed: vjeshta, vjeshtë, vjeshtës; Compile-safe placeholder pending Albanian paradigm certification."
vlerë_N,vlerë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""vlerë"") feminine",Tosk ref observed: vlerë; Compile-safe placeholder pending Albanian paradigm certification.
vranësirë_N,vranësirë,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""vranësirë"") feminine",Tosk ref observed: vranësirat; Compile-safe placeholder pending Albanian paradigm certification.
vëlla_N,vëlla,N,exact,RGL LexiconSqi,"mkN ""vëlla""",brother_N2
xhade_N,xhade,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""xhade"") feminine",Tosk ref observed: xhadesë; Compile-safe placeholder pending Albanian paradigm certification.
yll_N,yll,N,exact,RGL LexiconSqi,"mkN ""yll""",star_N
zemër_N,zemër,N,exact,RGL LexiconSqi,"mkN ""zemër""",heart_N
zhvillim_N,zhvillim,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""zhvillim"") masculine",Tosk ref observed: zhvillimin; Compile-safe placeholder pending Albanian paradigm certification.
zjarr_N,zjarr,N,exact,RGL LexiconSqi,"mkN ""zjarr""",fire_N
zog_N,zog,N,exact,RGL LexiconSqi,"mkN ""zog""",bird_N
zorrë_N,zorrë,N,exact,RGL LexiconSqi,"mkN ""zorrë""",guts_N
zot_N,zot,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""zot"") masculine",Tosk ref observed: Zoti; Compile-safe placeholder pending Albanian paradigm certification.
zëmër_N,zëmër,N,compile-safe-placeholder,Tosk reference,"forceGender (invariantN ""zëmër"") feminine",Tosk ref observed: zëmrat; Compile-safe placeholder pending Albanian paradigm certification.
çati_N,çati,N,exact,RGL LexiconSqi,"mkN ""çati""",roof_N
çelik_N,çelik,N,exact,RGL LexiconSqi,"mkN ""çelik""",steel_N
çizme_N,çizme,N,exact,RGL LexiconSqi,"mkN ""çizme""",boot_N
çorap_N,çorap,N,exact,RGL LexiconSqi,"mkN ""çorap""",sock_N
asgjë_NP,asgjë,NP,exact,RGL StructuralSqiNominal,SN.nothing_NP,
askush_NP,askush,NP,exact,RGL StructuralSqiNominal,SN.nobody_NP,
dikush_NP,dikush,NP,exact,RGL StructuralSqiNominal,SN.somebody_NP,
diçka_NP,diçka,NP,exact,RGL StructuralSqiNominal,SN.something_NP,
gjithçka_NP,gjithçka,NP,exact,RGL StructuralSqiNominal,SN.everything_NP,
Gjon_PN,Gjon,PN,exact,RGL LexiconSqi,"mkPN ""Gjon""",john_PN
Paris_PN,Paris,PN,exact,RGL LexiconSqi,"mkPN ""Paris""",paris_PN
jo_Predet,jo,Predet,exact,RGL StructuralSqiNominal,SN.not_Predet,
shumica_Predet,shumica,Predet,exact,RGL StructuralSqiNominal,SN.most_Predet,
vetëm_Predet,vetëm,Predet,exact,RGL StructuralSqiNominal,SN.only_Predet,
gjatë_Prep,gjatë,Prep,exact,RGL StructuralSqiClause,"mkPrep ""gjatë"" ablative",governs ablative
gjer_Prep,gjer,Prep,direct-with-government,Tosk reference,"mkPrep ""gjer"" accusative",Tosk ref observed: gjer
i_Prep,i,Prep,exact,RGL StructuralSqiClause,"mkPrep ""i"" dative",governs dative
kundrejt_Prep,kundrejt,Prep,direct-with-government,Tosk reference,"mkPrep ""kundrejt"" ablative",Tosk ref observed: kundrejt
mbi_Prep,mbi,Prep,exact,RGL StructuralSqiClause,"mkPrep ""mbi"" accusative",governs accusative
me_Prep,me,Prep,exact,RGL StructuralSqiClause,"mkPrep ""me"" accusative",governs accusative
midis_Prep,midis,Prep,exact,RGL StructuralSqiClause,"mkPrep ""midis"" ablative",governs ablative
nga_Prep,nga,Prep,exact,RGL StructuralSqiClause,"mkPrep ""nga"" ablative",governs ablative
në_Prep,në,Prep,exact,RGL StructuralSqiClause,"mkPrep ""në"" accusative",governs accusative
nën_Prep,nën,Prep,exact,RGL StructuralSqiClause,"mkPrep ""nën"" accusative",governs accusative
pa_Prep,pa,Prep,exact,RGL StructuralSqiClause,"mkPrep ""pa"" accusative",governs accusative
para_Prep,para,Prep,exact,RGL StructuralSqiClause,"mkPrep ""para"" ablative",governs ablative
pas_Prep,pas,Prep,exact,RGL StructuralSqiClause,"mkPrep ""pas"" ablative",governs ablative
prej_Prep,prej,Prep,exact,RGL StructuralSqiClause,"mkPrep ""prej"" ablative",governs ablative
për_Prep,për,Prep,exact,RGL StructuralSqiClause,"mkPrep ""për"" accusative",governs accusative
përmes_Prep,përmes,Prep,exact,RGL StructuralSqiClause,"mkPrep ""përmes"" ablative",governs ablative
përpara_Prep,përpara,Prep,exact,RGL StructuralSqiClause,"mkPrep ""përpara"" ablative",governs ablative
përveç_Prep,përveç,Prep,exact,RGL StructuralSqiClause,"mkPrep ""përveç"" ablative",governs ablative
që_Prep,që,Prep,direct-with-government,Tosk reference,"mkPrep ""që"" accusative",Tosk ref observed: që
sipër_Prep,sipër,Prep,exact,RGL StructuralSqiClause,"mkPrep ""sipër"" ablative",governs ablative
ai_Pron,ai,Pron,exact,RGL StructuralSqiNominal,SN.he_Pron,
ajo_Pron,ajo,Pron,exact,RGL StructuralSqiNominal,SN.she_Pron,
ata_Pron,ata,Pron,exact,RGL StructuralSqiNominal,SN.they_Pron,
ju_Pron,ju,Pron,exact,RGL StructuralSqiNominal,SN.youPl_Pron,
ne_Pron,ne,Pron,exact,RGL StructuralSqiNominal,SN.we_Pron,
ti_Pron,ti,Pron,exact,RGL StructuralSqiNominal,SN.youSg_Pron,
unë_Pron,unë,Pron,exact,RGL StructuralSqiNominal,SN.i_Pron,
ai_Quant,ai,Quant,exact,RGL StructuralSqiNominal,SN.that_Quant,demonstrative
asnjë_Quant,asnjë,Quant,exact,RGL StructuralSqiNominal,SN.no_Quant,
ky_Quant,ky,Quant,exact,RGL StructuralSqiNominal,SN.this_Quant,demonstrative
kur_Subj,kur,Subj,exact,RGL StructuralSqiClause,"mkSubj ""kur""",
megjithëse_Subj,megjithëse,Subj,exact,RGL StructuralSqiClause,"mkSubj ""megjithëse""",
nëse_Subj,nëse,Subj,exact,RGL StructuralSqiClause,"mkSubj ""nëse""",
që_Subj,që,Subj,exact,RGL StructuralSqiClause,"mkSubj ""që""",
sepse_Subj,sepse,Subj,exact,RGL StructuralSqiClause,"mkSubj ""sepse""",
bazohem_V,bazohem,V,compile-safe-placeholder,Tosk reference,"invariantV ""bazohem""",Tosk ref observed: bazohet; Compile-safe placeholder pending Albanian paradigm certification.
bie_V,bie,V,exact-irregular,RGL IrregSqi,lin V I.bie_V,bie_V
blej_V,blej,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.blej_V,blej_V; buy_V2
bëhem_V,bëhem,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.behem_V,become_VA; behem_V
bëj_V,bëj,V,exact-irregular,RGL IrregSqi; RGL LexiconSqi,lin V I.bej_V,bej_V; do_V2
dal_V,dal,V,exact-irregular,RGL IrregSqi,lin V I.dal_V,dal_V
dashuroj_V,dashuroj,V,exact,RGL LexiconSqi,"mkV ""dashuroj""",love_V2
di_V,di,V,exact,RGL StructuralSqiVerbal,"irregV ""di"" ""di"" ""di"" ""dimë"" ""dini"" ""dinë"" ""di"" ""dini"" ""ditur""",
digjem_V,digjem,V,exact,RGL LexiconSqi,"mkV ""digjem""",burn_V
druaj_V,druaj,V,exact,RGL LexiconSqi,"mkV ""druaj""",fear_V2; fear_VS
dua_V,dua,V,exact-irregular,RGL IrregSqi,lin V I.dua_V,dua_V
duhem_V,duhem,V,compile-safe-placeholder,Tosk reference,"invariantV ""duhem""",Tosk ref observed: duhet; Compile-safe placeholder pending Albanian paradigm certification.
duhet_V,duhet,V,exact,RGL StructuralSqiVerbal,"invariantV ""duhet""",
